Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0005746	DUF155 domain-containing protein (36)									
OG0005747	None									
OG0005748	None									
OG0005749	Major facilitator superfamily associated domain-containing protein (36)									
OG0005750	Phosphomevalonate kinase  (36)									
OG0005751	Vacuolar-sorting protein SNF8 (36)									
OG0005752	None									
OG0005753	None									
OG0005754	None									
OG0005755	Fe2OG dioxygenase domain-containing protein (36)									
OG0005756	DNA repair and recombination protein RAD54B, putative  (25)	SWI/SNF A containing DEAD/H box 1 (6)	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (5)							
OG0005757	COX assembly mitochondrial protein (36)									
OG0005758	None									
OG0005759	None									
OG0005760	None									
OG0005761	None									
OG0005762	None									
OG0005763	Calponin-homology (CH) domain-containing protein (36)									
OG0005764	rRNA processing protein RRP7, putative (36)									
OG0005765	Serine/threonine-protein kinase greatwall  (35)	Protein kinase domain-containing protein (1)								
OG0005766	None									
OG0005767	PX domain-containing protein (36)									
OG0005768	None									
OG0005769	Protein SYS1 homolog (36)									
OG0005770	Leucine-rich repeat-containing protein 20-like (36)									
OG0005771	Histone deacetylase complex subunit SAP30 Sin3 binding domain-containing protein (36)									
OG0005772	Chymotrypsin-like elastase family member 2A (34)	Peptidase S1 domain-containing protein (2)								
OG0005773	ATP synthase mitochondrial F1 complex assembly factor 2-like protein (36)									
OG0005774	Ankyrin repeat and zinc finger domain-containing protein 1-like (34)	C2H2-type domain-containing protein (2)								
OG0005775	None									
OG0005776	None									
OG0005777	Guanosine-3':5'-bis(Diphosphate) 3'-pyrophosphohydrolase MESH1-like isoform X1 (33)	Guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase MESH1 (Guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase MESH1-like protein) (2)	DNA-directed RNA polymerase  (1)							
OG0005778	RRM domain-containing protein (25)	Eukaryotic translation initiation factor 4H (11)								
OG0005779	None									
OG0005780	None									
OG0005781	PRA1 family protein (36)									
OG0005782	Ribonuclease H2 subunit B wHTH domain-containing protein (32)	Rnh202 triple barrel domain-containing protein (3)	Ribonuclease H2 subunit B (Ribonuclease HI subunit B) (1)							
OG0005783	Small ribosomal subunit protein uS14 (40S ribosomal protein S29) (36)									
OG0005784	RRM domain-containing protein (36)									
OG0005785	None									
OG0005786	Mitochondrial genome maintenance exonuclease 1  (36)									
OG0005787	urease  (36)									
OG0005788	None									
OG0005789	Zinc finger protein, putative (36)									
OG0005790	Nice-3, putative (36)									
OG0005791	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial (Complex I-ESSS) (NADH-ubiquinone oxidoreductase ESSS subunit) (36)									
OG0005792	None									
OG0005793	MICOS complex subunit (36)									
OG0005794	Clarin-3 (36)									
OG0005795	Rab5-interacting protein-like protein (36)									
OG0005796	None									
OG0005797	None									
OG0005798	Canopy-like protein (36)									
OG0005799	None									
OG0005800	RNA-binding protein 42 (RNA-binding motif protein 42) (36)									
OG0005801	RING-type domain-containing protein (36)									
OG0005802	Peptidyl-prolyl cis-trans isomerase (PPIase)  (36)									
OG0005803	None									
OG0005804	Vacuolar protein-sorting-associated protein 25 (ESCRT-II complex subunit VPS25) (36)									
OG0005805	CAP-Gly domain-containing protein (28)	CAP-GLY domain-containing linker protein 1 (6)	CAP-GLY domain containing linker protein-like protein 2 (CAP-Gly domain-containing linker protein 4) (1)	CAP-Gly domain-containing linker protein 4-like (1)						
OG0005806	Protein quiver (Protein sleepless) (35)	Protein sleepless (1)								
OG0005807	None									
OG0005808	None									
OG0005809	NADH dehydrogenase 1 alpha subcomplex-like (18)	Cytochrome c oxidase subunit NDUFA4-like protein (15)								
OG0005810	Large ribosomal subunit protein uL15 (60S ribosomal protein L27a) (36)									
OG0005811	tRNA (Guanine-N(7)-)-methyltransferase, putative  (18)	tRNA (guanine-N(7)-)-methyltransferase  (12)	tRNA (Guanine-N(7)-)-methyltransferase-like protein (6)							
OG0005812	Structure-specific endonuclease subunit SLX4 (36)									
OG0005813	None									
OG0005814	None									
OG0005815	None									
OG0005816	Polo kinase (35)	Aurora kinase  (1)								
OG0005817	Centaurin alpha, putative (36)									
OG0005818	Protein quiver (Protein sleepless) (36)									
OG0005819	None									
OG0005820	Clavesin-2-like (36)									
OG0005821	ELMO domain-containing protein 1-like protein (36)									
OG0005822	DNA-directed RNA polymerase III subunit RPC8 (35)	RNA polymerase III subunit Rpc25 domain-containing protein (1)								
OG0005823	Chitinase, putative (36)									
OG0005824	KDEL motif-containing protein 1-like protein (36)									
OG0005825	NR LBD domain-containing protein (25)	Nuclear hormone receptor FTZ-F1 beta-like (4)	Nuclear hormone receptor FTZ-F1 beta (3)	Nuclear receptor domain-containing protein (2)	Nuclear hormone receptor FTZ-F1 beta-like protein (2)					
OG0005826	Cyclin-dependent kinase 5 activator, putative (19)	Cyclin-dependent kinase 5 activator (14)	Cyclin-dependent kinase 5 activator-like protein (3)							
OG0005827	None									
OG0005828	Zinc finger, C2H2 type, putative (26)	C2H2-type domain-containing protein (10)								
OG0005829	Protein YIPF (31)	Yip1 member 6 (5)								
OG0005830	Ubiquitin protein ligase, putative  (28)	Ubiquitin-conjugating enzyme-like protein (6)	UBC core domain-containing protein (2)							
OG0005831	RNA 3'-terminal-phosphate cyclase (ATP)  (36)									
OG0005832	Fanconi anemia group M protein (34)	ERCC4 domain-containing protein (1)								
OG0005833	N-acetylglucosaminylphosphatidylinositol deacetylase  (36)									
OG0005834	None									
OG0005835	None									
OG0005836	Dolichyldiphosphatase  (33)	Dolichyldiphosphatase 1  (3)								
OG0005837	None									
OG0005838	None									
OG0005839	Zinc finger protein 782-like protein (36)									
OG0005840	mRNA-decapping enzyme C-terminal domain-containing protein (36)									
OG0005841	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member) (36)									
OG0005842	CB1 cannabinoid receptor-interacting protein 1 (36)									
OG0005843	Oral cancer overexpressed protein, putative (36)									
OG0005844	Exostosin-2, putative  (18)	Exostosin-2 (12)	Exostosin-2-like protein (6)							
OG0005845	DNA-(apurinic or apyrimidinic site) lyase  (36)									
OG0005846	IkappaB kinase  (22)	Inhibitor of nuclear factor kappa-B kinase alpha, putative  (14)								
OG0005847	None									
OG0005848	None									
OG0005849	None									
OG0005850	Axis inhibition protein, putative (27)	Axin (4)	Axin-1-like protein (3)	Axin-1-like (2)						
OG0005851	Adenylate cyclase, putative  (29)	Guanylate cyclase domain-containing protein (7)								
OG0005852	None									
OG0005853	Protein vein (31)	Protein vein-like (4)	Ig-like domain-containing protein (1)							
OG0005854	rRNA adenine N(6)-methyltransferase  (30)	Dimethyladenosine transferase 2-like isoform X3 (6)								
OG0005855	None									
OG0005856	None									
OG0005857	Nuclear transcription factor Y subunit (36)									
OG0005858	N-alpha-acetyltransferase 40  (36)									
OG0005859	None									
OG0005860	Phosphopantothenoylcysteine decarboxylase-like protein (36)									
OG0005861	G-protein coupled receptors family 2 profile 2 domain-containing protein (36)									
OG0005862	RanBP2-type domain-containing protein (36)									
OG0005863	None									
OG0005864	Homeodomain-containing DNA-binding protein-like (36)									
OG0005865	Tubulin-specific chaperone A (36)									
OG0005866	ATP binding protein, putative  (14)	AAA+ ATPase domain-containing protein (12)	ATP binding protein-like (6)	Pachytene checkpoint protein 2 (4)						
OG0005867	GPR180/TMEM145 transmembrane domain-containing protein (36)									
OG0005868	DBF4-type domain-containing protein (36)									
OG0005869	Methylosome subunit pICln (36)									
OG0005870	Meiotic nuclear division protein 1 homolog (36)									
OG0005871	None									
OG0005872	None									
OG0005873	None									
OG0005874	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog) (32)	Ubiquinone biosynthesis protein COQ4, mitochondrial-like protein (4)								
OG0005875	NS1-like protein (36)									
OG0005876	Bcl-2 Bcl-2 homology region 1-3 domain-containing protein (36)									
OG0005877	None									
OG0005878	None									
OG0005879	None									
OG0005880	Protein MIX23 (Coiled-coil domain-containing protein 58) (35)									
OG0005881	None									
OG0005882	HEAT repeat-containing protein 1 (32)									
OG0005883	Kinase suppressor of Ras (KSR), putative  (33)	Protein kinase domain-containing protein (2)								
OG0005884	SOCS box domain-containing protein (29)	Ankyrin repeat and SOCS box protein 3 (Ankyrin repeat domain containing protein 21) (2)	Putative ankyrin repeat protein (2)	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like isoform X1 (2)						
OG0005885	Small ribosomal subunit protein mS26 (28S ribosomal protein S26, mitochondrial) (35)									
OG0005886	None									
OG0005887	None									
OG0005888	Ankyrin repeat-containing protein  (29)	26S proteasome non-ATPase regulatory subunit, putative  (6)								
OG0005889	NADH dehydrogenase-like (34)	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (1)								
OG0005890	Ubiquitin carboxyl-terminal hydrolase  (29)									
OG0005891	Out at first protein-like (35)									
OG0005892	Cysteine-rich protein 2-binding protein, putative (Cysteine-rich protein 2-binding protein, putative (Fragment)) (35)									
OG0005893	None									
OG0005894	Atg14-like protein (35)									
OG0005895	None									
OG0005896	ubiquitinyl hydrolase 1  (35)									
OG0005897	None									
OG0005898	None									
OG0005899	None									
OG0005900	None									
OG0005901	Putative lipoyltransferase 2, mitochondrial  (35)									
OG0005902	RRP15-like protein (35)									
OG0005903	None									
OG0005904	Spartin-like (35)									
OG0005905	ATM interactor-like protein (27)	C2H2-type domain-containing protein (8)								
OG0005906	Mannosyltransferase  (35)									
OG0005907	Large ribosomal subunit protein eL31 (60S ribosomal protein L31) (35)									
OG0005908	None									
OG0005909	G-kinase anchoring protein, putative (29)	G kinase-anchoring protein 1 (6)								
OG0005910	None									
OG0005911	Methylmalonyl-CoA epimerase, mitochondrial (35)									
OG0005912	None									
OG0005913	None									
OG0005914	Sorting nexin-21, putative (26)	Phosphatidylinositol binding (Sorting nexin-21) (7)	Sorting nexin-21 (1)	Sorting nexin-20-like protein (1)						
OG0005915	None									
OG0005916	Guided entry of tail-anchored proteins factor 1 (Tail-anchored protein insertion receptor WRB) (Tryptophan-rich basic protein) (35)									
OG0005917	AN1-type domain-containing protein (35)									
OG0005918	RNA helicase  (35)									
OG0005919	Coiled-coil domain-containing protein 51-like (35)									
OG0005920	Protein quiver (Protein sleepless) (35)									
OG0005921	Pyridoxal phosphate phosphatase PHOSPHO2, putative  (23)	Putative phosphatase phospho2 (6)	Pyridoxal phosphate phosphatase PHOSPHO2 (5)	Pyridoxal phosphate phosphatase PHOSPHO2-like protein (1)						
OG0005922	Alpha-taxilin (35)									
OG0005923	None									
OG0005924	UBZ4-type domain-containing protein (19)	Werner helicase interacting protein, putative (Fragment) (16)								
OG0005925	None									
OG0005926	Phosphotriesterase-related protein (Parathion hydrolase-related protein) (35)									
OG0005927	peptidylprolyl isomerase  (34)	Peptidyl-prolyl cis-trans isomerase FKBP8-like isoform X1 (1)								
OG0005928	U5 small nuclear ribonucleoprotein 40 kDa protein-like protein (35)									
OG0005929	None									
OG0005930	methylmalonyl-CoA mutase  (35)									
OG0005931	Stathmin (35)									
OG0005932	PEST proteolytic signal-containing nuclear protein (35)									
OG0005933	None									
OG0005934	PX domain-containing protein (35)									
OG0005935	None									
OG0005936	MRH domain-containing protein (35)									
OG0005937	Syntenin-1-like protein (35)									
OG0005938	Translocon-associated protein subunit delta (Signal sequence receptor subunit delta) (35)									
OG0005939	Peroxisomal membrane protein PEX14 (Peroxin-14) (35)									
OG0005940	None									
OG0005941	None									
OG0005942	None									
OG0005943	EGF-like domain-containing protein (33)	Neurogenic locus notch, putative  (2)								
OG0005944	Elongator complex protein 5 (35)									
OG0005945	C3H1-type domain-containing protein (33)	Target of EGR1 protein 1-like protein (2)								
OG0005946	40S ribosomal protein S30-like protein (35)									
OG0005947	Amiloride-sensitive sodium channel subunit alpha-like (35)									
OG0005948	Signal recognition particle 14 kDa protein (SRP14) (35)									
OG0005949	Small ribosomal subunit protein bS6m (28S ribosomal protein S6, mitochondrial) (35)									
OG0005950	None									
OG0005951	Putative trafficking protein particle complex subunit 2 (35)									
